0,1,2,3,4,5,6,7,8,9,10,11,Label
-5.972021375765226,-9.492215108187784,6.982217431221234,-9.122729438936243,-9.075523504581085,-4.1147990132881125,-17.33944635028829,5.048257453868124,23.96450243078921,2.6087932986121602,-1.949304248545974,-3.0492582761589597,0
-1.0542118772154871,-18.79507423181921,11.34211972657827,-9.634937617567802,-9.85771382676472,-4.738195301367853,-16.15011784880302,4.289260489288297,24.926959669470246,6.6579193711639135,-5.375396582160933,-4.826173182741984,0
-7.1102331441139075,4.83844083080167,9.53278186300068,-5.2136902464162524,2.109810410045982,1.246002370494437,-2.6859082617201673,22.341077393216896,6.968210349915182,1.6927640146131098,-3.2997885503543203,-2.381649863261124,0
-11.207212782313071,-0.9899098065323547,14.528806784265628,-7.74454077925931,1.8642329649558058,7.250432460637316,-1.120404114722899,12.222883365676566,10.799199723871636,4.5357486093329955,2.436982056660686,-7.398339149681293,0
-11.475161786396352,-4.667944413792554,-2.472334748957565,-6.638618627570404,6.140610299456728,17.25040447846179,23.750028666199846,9.921886718562106,16.00061732022857,6.1649474566037235,-8.500244011469173,-14.581125740432524,0
-19.86872489931964,9.281392156749806,2.5531877154844693,-11.326185732790556,4.458007603925544,-2.481906124337693,-6.442749579218609,7.571282182045787,9.245255795691905,-2.743767913073264,-5.787686972425707,2.885154571477653,0
-16.86198064957305,5.88974012700205,6.072235816147938,-5.388028662551143,7.507127759247517,1.3807758782245978,11.247743337868183,15.374378372458857,0.022215398539118938,6.439095289922484,-12.863383632676173,-4.98971875981259,0
-9.77321171389807,-11.321431422115515,11.125540122844697,-10.714986312177533,-4.210240107107492,1.7617394605709575,-7.9085817873819035,4.584999431125547,23.796843247440176,2.83961786512994,-1.8713861604252318,-2.1275637497032753,0
-9.994721307745342,-8.336741336032217,10.047053678107458,-9.670406542593465,-0.8195601901489884,4.6438258627645235,-6.038103698529327,12.35256842416357,22.013434396138777,6.825753641741863,-1.7973510362299945,-3.957134260999835,0
-11.341997478504757,-11.019862274463687,19.27711478717276,-7.3414111383153395,-0.4034370876792871,2.145373559752643,-7.965325855891882,5.132906649133539,16.005785535626604,3.318949759369664,2.336451673998053,-0.21686324324848047,0
-9.658529928051461,-7.78955894471982,8.532379771521285,-12.306033272898153,-5.65128953945193,2.7045234775352336,-10.683804602862761,8.46929837938359,26.1439517932561,4.089073712936991,1.2621298066128317,-3.3312266832648354,0
-21.363880994692835,-0.3288995122819132,18.554252632782227,-4.855253046836155,0.14284414871464549,-6.826210606126422,-9.90211064943469,1.3738190314726666,5.579176532713504,-5.598786117649164,-2.1764562570706945,9.637858490552814,0
-14.95966237929801,-2.761476503669695,15.031858221844697,1.7551347230439374,7.153631186847936,1.829254313965711,6.116480391032309,14.21904481025248,-1.6339303945519412,1.637987065713081,5.431444310497001,0.5050272450555835,0
-13.410507520725176,-11.693263611436686,19.937149540993207,-0.18770389778436064,8.940963665914298,2.1342747011332093,3.7878310829010453,6.76859822436259,3.927658974339777,2.584685271796918,5.990348622839467,1.618948787990705,0
-19.02898429407831,3.4177126728954135,0.8648706188411469,-7.277997423457207,2.076697820458311,-6.502277709729257,-6.167227859794333,6.198399444079861,10.49780466255773,-5.415699399014015,-6.211162351816769,3.1769997886209724,0
-16.498097843866937,2.3825719024463434,13.271152258746788,-5.830970705846472,2.3731873020299545,-10.194621422723728,-11.49045776095254,4.928885485518893,6.81893554398097,-7.989552294197779,-6.148604186196986,7.478256963022259,0
